scenario,ZONE,METRIC_CATEGORY,METRIC_SUBTYPE,METRIC,UNIT,SCENARIO,SCENARIO_SE,BASELINE,BASELINE_SE,net_change,net_change_se,change_prop,change_prop_se,change_pct,change_pct_se
scenario1_restoration,Contra Costa & Alameda,Biodiversity Support,Riparian landbird distributions,Total,ha,4458325.370885598,NA,4456936.320899593,NA,1389.0499860048294,NA,3.1166027198801485e-4,NA,0.031166027198801485,NA
scenario1_restoration,Contra Costa & Alameda,Biodiversity Support,Riparian landbird distributions,Yellow-breasted Chat,ha,164966.47715709277,NA,165237.04548399482,NA,-270.5683269020519,NA,-0.0016374556087560867,NA,-0.16374556087560865,NA
scenario1_restoration,Contra Costa & Alameda,Biodiversity Support,Riparian landbird distributions,Yellow Warbler,ha,386006.3395999786,NA,384205.1764199924,NA,1801.1631799861789,NA,0.004688024239468456,NA,0.4688024239468456,NA
scenario1_restoration,Contra Costa & Alameda,Biodiversity Support,Riparian landbird habitat,Ash-throated Flycatcher,ha,7711.111111111111,NA,7855.555555555556,NA,-144.44444444444434,NA,-0.018387553041018374,NA,-1.8387553041018374,NA
scenario1_restoration,Contra Costa & Alameda,Biodiversity Support,Riparian landbird habitat,Black-headed Grosbeak,ha,14000,NA,28366.666666666668,NA,-14366.666666666668,NA,-0.5064629847238543,NA,-50.64629847238543,NA
scenario1_restoration,Contra Costa & Alameda,Biodiversity Support,Riparian landbird habitat,Common Yellowthroat,ha,1436355.5555555555,NA,1434311.1111111112,NA,2044.4444444442634,NA,0.0014253842340107808,NA,0.14253842340107808,NA
scenario1_restoration,Contra Costa & Alameda,Biodiversity Support,Riparian landbird habitat,Lazuli Bunting,ha,1198200,NA,1198200,NA,0,NA,0,NA,0,NA
scenario1_restoration,Contra Costa & Alameda,Biodiversity Support,Riparian landbird habitat,Nuttall's Woodpecker,ha,1011.1111111111112,NA,1011.1111111111112,NA,0,NA,0,NA,0,NA
scenario1_restoration,Contra Costa & Alameda,Biodiversity Support,Riparian landbird habitat,Song Sparrow,ha,4114766.666666667,NA,4111677.777777778,NA,3088.8888888889924,NA,7.512478009788091e-4,NA,0.07512478009788091,NA
scenario1_restoration,Contra Costa & Alameda,Biodiversity Support,Riparian landbird habitat,Spotted Towhee,ha,97077.77777777778,NA,96200,NA,877.777777777781,NA,0.009124509124509158,NA,0.9124509124509158,NA
scenario1_restoration,Contra Costa & Alameda,Biodiversity Support,Riparian landbird habitat,Total,ha,4872233.333333334,NA,4868533.333333334,NA,3700,NA,7.599824724763103e-4,NA,0.07599824724763103,NA
scenario1_restoration,Contra Costa & Alameda,Biodiversity Support,Riparian landbird habitat,Yellow-breasted Chat,ha,22777.777777777777,NA,22777.777777777777,NA,0,NA,0,NA,0,NA
scenario1_restoration,Contra Costa & Alameda,Biodiversity Support,Riparian landbird habitat,Yellow Warbler,ha,163900,NA,156844.44444444444,NA,7055.555555555562,NA,0.044984414848399025,NA,4.498441484839902,NA
scenario1_restoration,Contra Costa & Alameda,Biodiversity Support,Waterbird distributions,Cranes (fall),ha,40031.19593645291,NA,42376.47888580751,NA,-2345.2829493546014,NA,-0.05534397880660326,NA,-5.534397880660326,NA
scenario1_restoration,Contra Costa & Alameda,Biodiversity Support,Waterbird distributions,Cranes (winter),ha,257925.68749578463,NA,271349.27203969826,NA,-13423.584543913632,NA,-0.04946976434839954,NA,-4.946976434839954,NA
scenario1_restoration,Contra Costa & Alameda,Biodiversity Support,Waterbird distributions,Dabbling Ducks (fall),ha,82653.34395063628,NA,61968.4085243692,NA,20684.935426267075,NA,0.3337980741934446,NA,33.37980741934446,NA
scenario1_restoration,Contra Costa & Alameda,Biodiversity Support,Waterbird distributions,Dabbling Ducks (winter),ha,372340.4844603191,NA,354752.43143737316,NA,17588.05302294594,NA,0.049578386120380624,NA,4.957838612038063,NA
scenario1_restoration,Contra Costa & Alameda,Biodiversity Support,Waterbird distributions,Diving Ducks (winter),ha,137980.92919312575,NA,137199.36919911223,NA,781.5599940135144,NA,0.005696527604870151,NA,0.5696527604870151,NA
scenario1_restoration,Contra Costa & Alameda,Biodiversity Support,Waterbird distributions,Geese (fall),ha,9147.879237226314,NA,8183.967499864391,NA,963.9117373619229,NA,0.11778049428689628,NA,11.778049428689629,NA
scenario1_restoration,Contra Costa & Alameda,Biodiversity Support,Waterbird distributions,Geese (winter),ha,440763.19067556824,NA,442457.7363690775,NA,-1694.5456935092807,NA,-0.003829847585930264,NA,-0.3829847585930264,NA
scenario1_restoration,Contra Costa & Alameda,Biodiversity Support,Waterbird distributions,Herons/Egrets (fall),ha,444893.60607398883,NA,427009.5493853092,NA,17884.056688679615,NA,0.041882100094539236,NA,4.188210009453924,NA
scenario1_restoration,Contra Costa & Alameda,Biodiversity Support,Waterbird distributions,Herons/Egrets (winter),ha,548332.3980692361,NA,518035.3580860628,NA,30297.03998317325,NA,0.058484502090955556,NA,5.848450209095556,NA
scenario1_restoration,Contra Costa & Alameda,Biodiversity Support,Waterbird distributions,Shorebirds (fall),ha,173971.8451977604,NA,160536.4643637712,NA,13435.380833989213,NA,0.08369052406402205,NA,8.369052406402206,NA
scenario1_restoration,Contra Costa & Alameda,Biodiversity Support,Waterbird distributions,Shorebirds (winter),ha,287156.58411673893,NA,284782.15018758137,NA,2374.4339291575598,NA,0.008337720350778862,NA,0.8337720350778862,NA
scenario1_restoration,Contra Costa & Alameda,Biodiversity Support,Waterbird distributions,Total (fall),ha,453069.86587444943,NA,434689.0687233872,NA,18380.79715106223,NA,0.04228493070930841,NA,4.228493070930841,NA
scenario1_restoration,Contra Costa & Alameda,Biodiversity Support,Waterbird distributions,Total (winter),ha,712688.2749855518,NA,699710.6925967667,NA,12977.582388785086,NA,0.018547068847301267,NA,1.8547068847301267,NA
scenario1_restoration,Contra Costa & Alameda,Biodiversity Support,Waterbird habitat,Cranes (fall),ha,1711.111111111111,NA,1722.2222222222224,NA,-11.111111111111313,NA,-0.0064516129032259235,NA,-0.6451612903225924,NA
scenario1_restoration,Contra Costa & Alameda,Biodiversity Support,Waterbird habitat,Cranes (winter),ha,50088.88888888889,NA,106511.11111111111,NA,-56422.22222222222,NA,-0.5297308575005216,NA,-52.973085750052164,NA
scenario1_restoration,Contra Costa & Alameda,Biodiversity Support,Waterbird habitat,Dabbling Ducks (fall),ha,27400,NA,7222.222222222223,NA,20177.777777777777,NA,2.7938461538461534,NA,279.38461538461536,NA
scenario1_restoration,Contra Costa & Alameda,Biodiversity Support,Waterbird habitat,Dabbling Ducks (winter),ha,304844.44444444444,NA,290933.3333333334,NA,13911.111111111066,NA,0.04781545982279238,NA,4.781545982279238,NA
scenario1_restoration,Contra Costa & Alameda,Biodiversity Support,Waterbird habitat,Diving Ducks (winter),ha,114766.66666666667,NA,113266.66666666667,NA,1500,NA,0.013243084167157151,NA,1.324308416715715,NA
scenario1_restoration,Contra Costa & Alameda,Biodiversity Support,Waterbird habitat,Geese (fall),ha,0,NA,0,NA,0,NA,NA,NA,NA,NA
scenario1_restoration,Contra Costa & Alameda,Biodiversity Support,Waterbird habitat,Geese (winter),ha,61133.333333333336,NA,60788.88888888889,NA,344.44444444444525,NA,0.0056662401754706765,NA,0.5666240175470677,NA
scenario1_restoration,Contra Costa & Alameda,Biodiversity Support,Waterbird habitat,Herons/Egrets (fall),ha,75200,NA,6977.777777777778,NA,68222.22222222222,NA,9.777070063694266,NA,977.7070063694266,NA
scenario1_restoration,Contra Costa & Alameda,Biodiversity Support,Waterbird habitat,Herons/Egrets (winter),ha,405900,NA,309711.1111111111,NA,96188.88888888888,NA,0.3105761641673243,NA,31.05761641673243,NA
scenario1_restoration,Contra Costa & Alameda,Biodiversity Support,Waterbird habitat,Shorebirds (fall),ha,166200,NA,155744.44444444444,NA,10455.555555555562,NA,0.067132767353927425,NA,6.713276735392743,NA
scenario1_restoration,Contra Costa & Alameda,Biodiversity Support,Waterbird habitat,Shorebirds (winter),ha,211311.11111111112,NA,216844.44444444444,NA,-5533.333333333314,NA,-0.025517524082803764,NA,-2.551752408280376,NA
scenario1_restoration,Contra Costa & Alameda,Biodiversity Support,Waterbird habitat,Total (fall),ha,208255.55555555556,NA,161711.11111111112,NA,46544.44444444444,NA,0.28782465301635285,NA,28.782465301635284,NA
scenario1_restoration,Contra Costa & Alameda,Biodiversity Support,Waterbird habitat,Total (winter),ha,527011.1111111111,NA,486655.55555555556,NA,40355.55555555556,NA,0.08292426767734425,NA,8.292426767734424,NA
scenario1_restoration,Contra Costa & Alameda,Climate Change Resilience,climate change resilience,Drought,ranking,223269.82625,1742.273524058789,223369.77125,1744.8088318318728,-99.94499999997788,2465.740232115852,-4.47441923052862e-4,0.011038827420154952,-0.0447441923052862,1.103882742015495
scenario1_restoration,Contra Costa & Alameda,Climate Change Resilience,climate change resilience,Flood,ranking,197064.33881818183,1761.797860064507,196988.65618181817,1764.3329541198184,75.68263636366464,2493.3516544444833,3.8419794231100534e-4,0.012657336696003179,0.038419794231100535,1.2657336696003179
scenario1_restoration,Contra Costa & Alameda,Climate Change Resilience,climate change resilience,Heat,ranking,267344.26875,1970.307667584127,267368.55075,1972.878888206218,-24.28200000000652,2788.254545853123,-9.081845988203428e-5,0.010428506059477143,-0.009081845988203429,1.0428506059477143
scenario1_restoration,Contra Costa & Alameda,Climate Change Resilience,climate change resilience,Salinity,ranking,249493.32,0,249357.78,0,135.54000000000815,0,5.4355633098758e-4,0,0.054355633098757995,0
scenario1_restoration,Contra Costa & Alameda,Water Quality,pesticide application rate,Critical Pesticides,kg,10575.186114385902,739.9905466211369,10575.280450323387,739.9950408844418,-0.09433593748508429,1046.5078449883763,-8.920419456318015e-6,0.0989579283429021,-8.920419456318015e-4,9.89579283429021
scenario1_restoration,Contra Costa & Alameda,Water Quality,pesticide application rate,Groundwater Contaminant,kg,1314.21189394467,222.81352666610516,1314.247013519213,222.8250234091452,-0.03511957454293224,315.1140408212133,-2.6722202281358905e-5,0.2397677435337489,-0.0026722202281358907,23.976774353374893
scenario1_restoration,Contra Costa & Alameda,Water Quality,pesticide application rate,Risk to Aquatic Organisms,kg,30808.042702535895,1322.6696640093096,30809.156449714574,1322.681290392739,-1.11374717867875,1870.54559849406,-3.614987578438124e-5,0.06071395048281201,-0.0036149875784381243,6.071395048281201
scenario1_restoration,Sacramento,Agricultural Livelihoods,livelihoods,Agricultural Jobs,employees,351.5141904164835,24.39327965820473,363.48474123384705,24.8859999962369,-11.970550817363574,34.84745454543398,-0.032932746438625184,0.09589698486146217,-3.2932746438625182,9.589698486146217
scenario1_restoration,Sacramento,Agricultural Livelihoods,livelihoods,Annual Wages,annual dollars per employee (thousands),38.414816285669836,0.6229876225510654,38.50026621871204,0.6275812070487706,-0.08544993304220583,0.8842916652850578,-0.0022194634332340056,0.022968484354633383,-0.22194634332340057,2.296848435463338
scenario1_restoration,Sacramento,Agricultural Livelihoods,production value,Gross Production Value,USD per year (millions),131326.1178210001,3555.3761925139893,134565.0374205037,3626.7498086291234,-3238.919599503599,5078.780763597367,-0.02406954779332662,0.03774777619357976,-2.4069547793326618,3.774777619357976
scenario1_restoration,Sacramento,Biodiversity Support,Riparian landbird distributions,Ash-throated Flycatcher,ha,1403156.0849894874,NA,1297404.5394466983,NA,105751.54554278916,NA,0.0815100782581575,NA,8.15100782581575,NA
scenario1_restoration,Sacramento,Biodiversity Support,Riparian landbird distributions,Black-headed Grosbeak,ha,1738461.218537142,NA,1585590.540953229,NA,152870.6775839131,NA,0.0964124555712914,NA,9.641245557129139,NA
scenario1_restoration,Sacramento,Biodiversity Support,Riparian landbird distributions,Common Yellowthroat,ha,1502389.4765970402,NA,1410450.6593885315,NA,91938.81720850873,NA,0.0651840010116814,NA,6.518400101168139,NA
scenario1_restoration,Sacramento,Biodiversity Support,Riparian landbird distributions,Lazuli Bunting,ha,504253.1122566098,NA,471538.0152515653,NA,32715.09700504446,NA,0.06937955360309808,NA,6.937955360309808,NA
scenario1_restoration,Sacramento,Biodiversity Support,Riparian landbird distributions,Nuttall's Woodpecker,ha,691088.8280015646,NA,599837.1050848109,NA,91251.72291675373,NA,0.15212750618995413,NA,15.212750618995413,NA
scenario1_restoration,Sacramento,Biodiversity Support,Riparian landbird distributions,Song Sparrow,ha,4338233.639285962,NA,4285164.790940533,NA,53068.848345428705,NA,0.012384319141617152,NA,1.238431914161715,NA
scenario1_restoration,Sacramento,Biodiversity Support,Riparian landbird distributions,Spotted Towhee,ha,3611370.3365571382,NA,3405389.153350538,NA,205981.18320660014,NA,0.06048682659482154,NA,6.048682659482154,NA
scenario1_restoration,Sacramento,Biodiversity Support,Riparian landbird distributions,Total,ha,4907976.016255883,NA,4812025.549032788,NA,95950.46722309478,NA,0.01993972522493791,NA,1.993972522493791,NA
scenario1_restoration,Sacramento,Biodiversity Support,Riparian landbird distributions,Yellow-breasted Chat,ha,184371.50986544375,NA,185534.70521230873,NA,-1163.195346864988,NA,-0.006269421915074784,NA,-0.6269421915074784,NA
scenario1_restoration,Sacramento,Biodiversity Support,Riparian landbird distributions,Yellow Warbler,ha,384405.0323661417,NA,365230.5421613778,NA,19174.49020476389,NA,0.05249968989803598,NA,5.249968989803598,NA
scenario1_restoration,Sacramento,Biodiversity Support,Riparian landbird habitat,Ash-throated Flycatcher,ha,240555.55555555556,NA,191088.8888888889,NA,49466.66666666666,NA,0.2588673101523432,NA,25.88673101523432,NA
scenario1_restoration,Sacramento,Biodiversity Support,Riparian landbird habitat,Black-headed Grosbeak,ha,368588.8888888889,NA,262111.11111111112,NA,106477.77777777775,NA,0.4062314540059346,NA,40.62314540059346,NA
scenario1_restoration,Sacramento,Biodiversity Support,Riparian landbird habitat,Common Yellowthroat,ha,1698644.4444444445,NA,1538066.6666666667,NA,160577.77777777775,NA,0.10440235215927642,NA,10.440235215927641,NA
scenario1_restoration,Sacramento,Biodiversity Support,Riparian landbird habitat,Lazuli Bunting,ha,250244.44444444447,NA,250800,NA,-555.5555555555329,NA,-0.0022151337940810724,NA,-0.22151337940810722,NA
scenario1_restoration,Sacramento,Biodiversity Support,Riparian landbird habitat,Nuttall's Woodpecker,ha,90533.33333333334,NA,47088.88888888889,NA,43444.44444444445,NA,0.9226050023596037,NA,92.26050023596038,NA
scenario1_restoration,Sacramento,Biodiversity Support,Riparian landbird habitat,Song Sparrow,ha,3924644.4444444445,NA,3905933.3333333335,NA,18711.111111111008,NA,0.004790432788862501,NA,0.47904327888625015,NA
scenario1_restoration,Sacramento,Biodiversity Support,Riparian landbird habitat,Spotted Towhee,ha,937144.4444444445,NA,805544.4444444445,NA,131600,NA,0.16336777058993915,NA,16.336777058993913,NA
scenario1_restoration,Sacramento,Biodiversity Support,Riparian landbird habitat,Total,ha,4539733.333333334,NA,4435866.666666667,NA,103866.66666666698,NA,0.023415191319246215,NA,2.3415191319246214,NA
scenario1_restoration,Sacramento,Biodiversity Support,Riparian landbird habitat,Yellow-breasted Chat,ha,13133.333333333334,NA,10466.666666666668,NA,2666.666666666666,NA,0.25477707006369416,NA,25.477707006369414,NA
scenario1_restoration,Sacramento,Biodiversity Support,Riparian landbird habitat,Yellow Warbler,ha,235900,NA,193700,NA,42200,NA,0.21786267423851316,NA,21.786267423851317,NA
scenario1_restoration,Sacramento,Biodiversity Support,Waterbird distributions,Cranes (fall),ha,348231.864624367,NA,333762.6273296256,NA,14469.237294741382,NA,0.043351879779072726,NA,4.335187977907273,NA
scenario1_restoration,Sacramento,Biodiversity Support,Waterbird distributions,Cranes (winter),ha,676804.7772006443,NA,720900.4360606687,NA,-44095.658860024414,NA,-0.061167474250651534,NA,-6.116747425065153,NA
scenario1_restoration,Sacramento,Biodiversity Support,Waterbird distributions,Dabbling Ducks (fall),ha,431945.970827993,NA,264053.73226019245,NA,167892.23856780055,NA,0.6358260386274844,NA,63.58260386274844,NA
scenario1_restoration,Sacramento,Biodiversity Support,Waterbird distributions,Dabbling Ducks (winter),ha,714713.8358386648,NA,591066.5265455532,NA,123647.30929311155,NA,0.20919355730692374,NA,20.919355730692374,NA
scenario1_restoration,Sacramento,Biodiversity Support,Waterbird distributions,Diving Ducks (winter),ha,223474.95977151624,NA,165114.08810593744,NA,58360.8716655788,NA,0.35345785653453377,NA,35.345785653453376,NA
scenario1_restoration,Sacramento,Biodiversity Support,Waterbird distributions,Geese (fall),ha,173989.98903997967,NA,155511.6040085132,NA,18478.38503146646,NA,0.11882319103630937,NA,11.882319103630937,NA
scenario1_restoration,Sacramento,Biodiversity Support,Waterbird distributions,Geese (winter),ha,979981.9522095534,NA,989731.597538427,NA,-9749.645328873536,NA,-0.009850797279911032,NA,-0.9850797279911031,NA
scenario1_restoration,Sacramento,Biodiversity Support,Waterbird distributions,Herons/Egrets (fall),ha,838740.09991818,NA,785495.4619215594,NA,53244.637996620615,NA,0.06778478117030508,NA,6.778478117030508,NA
scenario1_restoration,Sacramento,Biodiversity Support,Waterbird distributions,Herons/Egrets (winter),ha,878958.481756515,NA,803334.0353114738,NA,75624.44644504122,NA,0.09413823281584183,NA,9.413823281584182,NA
scenario1_restoration,Sacramento,Biodiversity Support,Waterbird distributions,Shorebirds (fall),ha,466601.9515829161,NA,335656.5229641481,NA,130945.428618768,NA,0.39011733620548306,NA,39.011733620548306,NA
scenario1_restoration,Sacramento,Biodiversity Support,Waterbird distributions,Shorebirds (winter),ha,675574.377473837,NA,599796.9054992001,NA,75777.4719746369,NA,0.1263385510659957,NA,12.63385510659957,NA
scenario1_restoration,Sacramento,Biodiversity Support,Waterbird distributions,Total (fall),ha,910705.7521396213,NA,824924.7240881126,NA,85781.0280515087,NA,0.10398649179333627,NA,10.398649179333628,NA
scenario1_restoration,Sacramento,Biodiversity Support,Waterbird distributions,Total (winter),ha,1270047.3509323266,NA,1215534.9234107467,NA,54512.4275215799,NA,0.044846451115217664,NA,4.4846451115217665,NA
scenario1_restoration,Sacramento,Biodiversity Support,Waterbird habitat,Cranes (fall),ha,232966.6666666667,NA,209255.55555555556,NA,23711.111111111124,NA,0.11331174003079707,NA,11.331174003079706,NA
scenario1_restoration,Sacramento,Biodiversity Support,Waterbird habitat,Cranes (winter),ha,290855.55555555556,NA,333922.22222222225,NA,-43066.666666666686,NA,-0.12897214920307462,NA,-12.897214920307462,NA
scenario1_restoration,Sacramento,Biodiversity Support,Waterbird habitat,Dabbling Ducks (fall),ha,393777.7777777778,NA,224188.8888888889,NA,169588.8888888889,NA,0.7564553699757149,NA,75.6455369975715,NA
scenario1_restoration,Sacramento,Biodiversity Support,Waterbird habitat,Dabbling Ducks (winter),ha,588266.6666666667,NA,443822.22222222225,NA,144444.4444444445,NA,0.3254556378930504,NA,32.545563789305035,NA
scenario1_restoration,Sacramento,Biodiversity Support,Waterbird habitat,Diving Ducks (winter),ha,140544.44444444444,NA,117633.33333333334,NA,22911.111111111095,NA,0.19476716728062704,NA,19.476716728062705,NA
scenario1_restoration,Sacramento,Biodiversity Support,Waterbird habitat,Geese (fall),ha,63233.333333333336,NA,51122.222222222226,NA,12111.11111111111,NA,0.23690502064768523,NA,23.690502064768523,NA
scenario1_restoration,Sacramento,Biodiversity Support,Waterbird habitat,Geese (winter),ha,624744.4444444445,NA,669511.1111111111,NA,-44766.66666666663,NA,-0.06686471056824211,NA,-6.686471056824211,NA
scenario1_restoration,Sacramento,Biodiversity Support,Waterbird habitat,Herons/Egrets (fall),ha,625711.1111111111,NA,498866.6666666667,NA,126844.44444444444,NA,0.2542652233952514,NA,25.426522339525143,NA
scenario1_restoration,Sacramento,Biodiversity Support,Waterbird habitat,Herons/Egrets (winter),ha,727388.8888888889,NA,531800,NA,195588.88888888888,NA,0.3677865530065605,NA,36.77865530065605,NA
scenario1_restoration,Sacramento,Biodiversity Support,Waterbird habitat,Shorebirds (fall),ha,457444.44444444444,NA,313488.8888888889,NA,143955.55555555556,NA,0.4592046501736727,NA,45.92046501736727,NA
scenario1_restoration,Sacramento,Biodiversity Support,Waterbird habitat,Shorebirds (winter),ha,629288.8888888889,NA,501033.3333333334,NA,128255.5555555555,NA,0.25598208147606044,NA,25.598208147606044,NA
scenario1_restoration,Sacramento,Biodiversity Support,Waterbird habitat,Total (fall),ha,772000,NA,614333.3333333334,NA,157666.66666666663,NA,0.2566467715680954,NA,25.66467715680954,NA
scenario1_restoration,Sacramento,Biodiversity Support,Waterbird habitat,Total (winter),ha,1194666.6666666667,NA,1066577.7777777778,NA,128088.88888888899,NA,0.12009334111175941,NA,12.009334111175942,NA
scenario1_restoration,Sacramento,Climate Change Resilience,climate change resilience,Drought,ranking,224052.23525,2558.7034344777853,229212.30075,2618.411847869213,-5160.065499999997,3661.0167809872546,-0.022512166594532108,0.015974235609384668,-2.2512166594532106,1.5974235609384668
scenario1_restoration,Sacramento,Climate Change Resilience,climate change resilience,Flood,ranking,264622.6695,2738.10279986238,260168.56552272727,2832.6566863929474,4454.103977272753,3939.6891813417055,0.017120069706821135,0.015143980351545308,1.7120069706821135,1.5143980351545308
scenario1_restoration,Sacramento,Climate Change Resilience,climate change resilience,Heat,ranking,287548.1061428571,3126.873912209016,288054.64832142857,3153.127526695006,-506.54217857145704,4440.670406870463,-0.0017584933328561568,0.01541608126936568,-0.17584933328561567,1.541608126936568
scenario1_restoration,Sacramento,Climate Change Resilience,climate change resilience,Salinity,ranking,206352,0,202604.49,0,3747.5100000000093,0,0.018496677936407083,0,1.8496677936407084,0
scenario1_restoration,Sacramento,Water Quality,pesticide application rate,Critical Pesticides,kg,16467.591677136996,1227.7590225213485,17121.563123123506,1270.2344082380487,-653.9714459865099,1766.6034272734905,-0.03819577928041451,0.10321893667252256,-3.819577928041451,10.321893667252256
scenario1_restoration,Sacramento,Water Quality,pesticide application rate,Groundwater Contaminant,kg,2951.854788017988,289.4877381446614,2994.152116980897,296.31820323710633,-42.29732896290898,414.2555106522774,-0.014126646646650264,0.13836192793586233,-1.4126646646650265,13.836192793586232
scenario1_restoration,Sacramento,Water Quality,pesticide application rate,Risk to Aquatic Organisms,kg,52457.226423340384,2164.1604583901294,54764.949684453924,2237.25243508917,-2307.7232611135405,3112.698017471627,-0.04213869042901051,0.05686347507036424,-4.213869042901051,5.686347507036424
scenario1_restoration,San Joaquin,Agricultural Livelihoods,livelihoods,Agricultural Jobs,employees,1462.5490619387033,92.19406130353971,1481.9902014452905,93.43293426898767,-19.441139506587206,131.26103056792525,-0.013118264538879881,0.08857464295659696,-1.311826453887988,8.857464295659696
scenario1_restoration,San Joaquin,Agricultural Livelihoods,livelihoods,Annual Wages,annual dollars per employee (thousands),38.37491750679362,0.6474447104210457,38.38017022851719,0.6466502063082321,-0.005252721723564946,0.9150634635754347,-1.3686030291919015e-4,0.023842089871066244,-0.013686030291919015,2.3842089871066245
scenario1_restoration,San Joaquin,Agricultural Livelihoods,production value,Gross Production Value,USD per year (millions),451591.14622741606,13112.271624488565,457744.71563745197,13288.16575693497,-6153.569410035911,18668.342624297078,-0.013443234186693983,0.04078517270351003,-1.3443234186693984,4.078517270351003
scenario1_restoration,San Joaquin,Biodiversity Support,Riparian landbird distributions,Ash-throated Flycatcher,ha,4281938.816044397,NA,3922613.52221585,NA,359325.29382854654,NA,0.09160354233051407,NA,9.160354233051407,NA
scenario1_restoration,San Joaquin,Biodiversity Support,Riparian landbird distributions,Black-headed Grosbeak,ha,4066619.170144118,NA,3689816.0756910844,NA,376803.0944530335,NA,0.10211974979876474,NA,10.211974979876475,NA
scenario1_restoration,San Joaquin,Biodiversity Support,Riparian landbird distributions,Common Yellowthroat,ha,2551271.4710779074,NA,2446191.5130781634,NA,105079.95799974399,NA,0.042956554071073814,NA,4.295655407107382,NA
scenario1_restoration,San Joaquin,Biodiversity Support,Riparian landbird distributions,Lazuli Bunting,ha,1600341.7430282468,NA,1553516.2864489688,NA,46825.45657927799,NA,0.030141593614259256,NA,3.0141593614259254,NA
scenario1_restoration,San Joaquin,Biodiversity Support,Riparian landbird distributions,Nuttall's Woodpecker,ha,2068294.3670519318,NA,1803504.4401706404,NA,264789.92688129144,NA,0.1468196700731372,NA,14.68196700731372,NA
scenario1_restoration,San Joaquin,Biodiversity Support,Riparian landbird distributions,Song Sparrow,ha,12129799.595932828,NA,12092639.707067113,NA,37159.88886571489,NA,0.0030729344267156258,NA,0.30729344267156256,NA
scenario1_restoration,San Joaquin,Biodiversity Support,Riparian landbird distributions,Spotted Towhee,ha,7732492.27382237,NA,7372971.998110968,NA,359520.2757114023,NA,0.048761920675070396,NA,4.87619206750704,NA
scenario1_restoration,San Joaquin,Biodiversity Support,Riparian landbird distributions,Total,ha,12700389.368316365,NA,12550513.831844099,NA,149875.53647226654,NA,0.011941784892662415,NA,1.1941784892662415,NA
scenario1_restoration,San Joaquin,Biodiversity Support,Riparian landbird distributions,Yellow-breasted Chat,ha,636372.8645989568,NA,646641.5184171146,NA,-10268.65381815785,NA,-0.015879979131705056,NA,-1.5879979131705055,NA
scenario1_restoration,San Joaquin,Biodiversity Support,Riparian landbird distributions,Yellow Warbler,ha,905103.058507604,NA,904678.7623225402,NA,424.2961850637803,NA,4.690020399887627e-4,NA,0.04690020399887627,NA
