METRIC_CATEGORY,METRIC_SUBTYPE,METRIC,CODE_NAME,SUBCLASS,year,lbs_chm_used,kg_chm_used,CLASS_AREA,SUBCLASS_AREA,SUBCLASS_PROP,rate,UNIT
water quality,pesticide application rate,Critical Pesticides,ORCHARD_CITRUS&SUBTROPICAL,MISCELLANEOUS SUBTROPICAL FRUIT,2016,0.0031209,0.0014153741496598638,639.8735836955395,18.18358486246943,0.0284174645208067,7.783801491097439e-5,kg per ha
water quality,pesticide application rate,Critical Pesticides,ORCHARD_CITRUS&SUBTROPICAL,OLIVES,2014,1247.8766995,565.9304759637189,639.8735836955395,621.6899988330701,0.9715825354791934,0.9103097637504005,kg per ha
water quality,pesticide application rate,Critical Pesticides,ORCHARD_CITRUS&SUBTROPICAL,OLIVES,2015,2477.7837515,1123.7114519274376,639.8735836955395,621.6899988330701,0.9715825354791934,1.8075109042073638,kg per ha
water quality,pesticide application rate,Critical Pesticides,ORCHARD_CITRUS&SUBTROPICAL,OLIVES,2016,1610.2633248,730.2781518367347,639.8735836955395,621.6899988330701,0.9715825354791934,1.1746660766740458,kg per ha
water quality,pesticide application rate,Critical Pesticides,ORCHARD_CITRUS&SUBTROPICAL,OLIVES,2017,2009.277844,911.2371174603174,639.8735836955395,621.6899988330701,0.9715825354791934,1.4657419600938337,kg per ha
water quality,pesticide application rate,Critical Pesticides,ORCHARD_CITRUS&SUBTROPICAL,OLIVES,2018,1683.5677984000001,763.5228110657597,639.8735836955395,621.6899988330701,0.9715825354791934,1.228140733321935,kg per ha
water quality,pesticide application rate,Critical Pesticides,ORCHARD_DECIDUOUS,ALMONDS,2014,1736.44023016,787.5012381678005,15670.572605054684,8052.1537577694035,0.5138391532146125,0.0978000745959368,kg per ha
water quality,pesticide application rate,Critical Pesticides,ORCHARD_DECIDUOUS,ALMONDS,2015,2902.78023637,1316.4536219365077,15670.572605054684,8052.1537577694035,0.5138391532146125,0.1634908698391758,kg per ha
water quality,pesticide application rate,Critical Pesticides,ORCHARD_DECIDUOUS,ALMONDS,2016,2685.09686693,1217.7310054104307,15670.572605054684,8052.1537577694035,0.5138391532146125,0.1512304710072706,kg per ha
water quality,pesticide application rate,Critical Pesticides,ORCHARD_DECIDUOUS,ALMONDS,2017,2923.40208736,1325.8059353106576,15670.572605054684,8052.1537577694035,0.5138391532146125,0.16465233715034405,kg per ha
water quality,pesticide application rate,Critical Pesticides,ORCHARD_DECIDUOUS,ALMONDS,2018,4435.36406653,2011.5029780181405,15670.572605054684,8052.1537577694035,0.5138391532146125,0.24980931046892532,kg per ha
water quality,pesticide application rate,Critical Pesticides,ORCHARD_DECIDUOUS,APPLES,2014,1763.0819898,799.5836688435373,15670.572605054684,156.15193352765803,0.00996466035180423,5.120549267498586,kg per ha
water quality,pesticide application rate,Critical Pesticides,ORCHARD_DECIDUOUS,APPLES,2015,2372.0406924999997,1075.7554160997731,15670.572605054684,156.15193352765803,0.00996466035180423,6.889158474039853,kg per ha
water quality,pesticide application rate,Critical Pesticides,ORCHARD_DECIDUOUS,APPLES,2016,2128.7780267,965.4322116553287,15670.572605054684,156.15193352765803,0.00996466035180423,6.182646540744428,kg per ha
water quality,pesticide application rate,Critical Pesticides,ORCHARD_DECIDUOUS,APPLES,2017,1408.8867233,638.9508949206349,15670.572605054684,156.15193352765803,0.00996466035180423,4.091853879013687,kg per ha
water quality,pesticide application rate,Critical Pesticides,ORCHARD_DECIDUOUS,APPLES,2018,1210.91316,549.1669659863945,15670.572605054684,156.15193352765803,0.00996466035180423,3.5168758630140475,kg per ha
water quality,pesticide application rate,Critical Pesticides,ORCHARD_DECIDUOUS,MISCELLANEOUS DECIDUOUS,2016,0.3128007,0.14185972789115645,15670.572605054684,1840.9962237464745,0.11748110743270763,7.70559581064584e-5,kg per ha
water quality,pesticide application rate,Critical Pesticides,ORCHARD_DECIDUOUS,MISCELLANEOUS DECIDUOUS,2017,0.40029990000000004,0.18154190476190477,15670.572605054684,1840.9962237464745,0.11748110743270763,9.861068828944274e-5,kg per ha
water quality,pesticide application rate,Critical Pesticides,ORCHARD_DECIDUOUS,MISCELLANEOUS DECIDUOUS,2018,0.6646899,0.30144666666666664,15670.572605054684,1840.9962237464745,0.11748110743270763,1.6374105648800025e-4,kg per ha
water quality,pesticide application rate,Critical Pesticides,ORCHARD_DECIDUOUS,PEARS,2014,8365.7756647,3794.0025690249436,15670.572605054684,2224.3721574258957,0.14194581228693612,1.705650988463849,kg per ha
water quality,pesticide application rate,Critical Pesticides,ORCHARD_DECIDUOUS,PEARS,2015,6569.760407,2979.4831777777777,15670.572605054684,2224.3721574258957,0.14194581228693612,1.3394715303511608,kg per ha
water quality,pesticide application rate,Critical Pesticides,ORCHARD_DECIDUOUS,PEARS,2016,8099.2318249,3673.1210090249433,15670.572605054684,2224.3721574258957,0.14194581228693612,1.6513068628208238,kg per ha
water quality,pesticide application rate,Critical Pesticides,ORCHARD_DECIDUOUS,PEARS,2017,7155.5995948,3245.1698842630385,15670.572605054684,2224.3721574258957,0.14194581228693612,1.4589149902048935,kg per ha
water quality,pesticide application rate,Critical Pesticides,ORCHARD_DECIDUOUS,PEARS,2018,5919.0836907,2684.391696462585,15670.572605054684,2224.3721574258957,0.14194581228693612,1.2068087111686547,kg per ha
water quality,pesticide application rate,Critical Pesticides,ORCHARD_DECIDUOUS,POMEGRANATES,2014,10.8,4.8979591836734695,15670.572605054684,3.2184144455140804,2.05379505052416e-4,1.521854710321844,kg per ha
water quality,pesticide application rate,Critical Pesticides,ORCHARD_DECIDUOUS,POMEGRANATES,2015,11.7,5.3061224489795915,15670.572605054684,3.2184144455140804,2.05379505052416e-4,1.6486759361819976,kg per ha
water quality,pesticide application rate,Critical Pesticides,ORCHARD_DECIDUOUS,POMEGRANATES,2016,7.2,3.2653061224489797,15670.572605054684,3.2184144455140804,2.05379505052416e-4,1.0145698068812294,kg per ha
water quality,pesticide application rate,Critical Pesticides,ORCHARD_DECIDUOUS,POMEGRANATES,2017,7.56213,3.4295374149659863,15670.572605054684,3.2184144455140804,2.05379505052416e-4,1.0655984407931598,kg per ha
water quality,pesticide application rate,Critical Pesticides,ORCHARD_DECIDUOUS,STONE FRUIT,2014,1151.9232763999998,522.41418430839,15670.572605054684,1324.7349220601398,0.08453647198780948,0.39435375002869716,kg per ha
water quality,pesticide application rate,Critical Pesticides,ORCHARD_DECIDUOUS,STONE FRUIT,2015,1672.0603783,758.3040264399092,15670.572605054684,1324.7349220601398,0.08453647198780948,0.5724194431748241,kg per ha
water quality,pesticide application rate,Critical Pesticides,ORCHARD_DECIDUOUS,STONE FRUIT,2016,2581.5096745,1170.7526868480725,15670.572605054684,1324.7349220601398,0.08453647198780948,0.8837637382031084,kg per ha
water quality,pesticide application rate,Critical Pesticides,ORCHARD_DECIDUOUS,STONE FRUIT,2017,2542.9766487,1153.2773917006803,15670.572605054684,1324.7349220601398,0.08453647198780948,0.8705721971209002,kg per ha
water quality,pesticide application rate,Critical Pesticides,ORCHARD_DECIDUOUS,STONE FRUIT,2018,2361.281263,1070.8758562358275,15670.572605054684,1324.7349220601398,0.08453647198780948,0.8083699149188824,kg per ha
water quality,pesticide application rate,Critical Pesticides,ORCHARD_DECIDUOUS,WALNUTS,2014,3900.7357002,1769.041133877551,15670.572605054684,2068.9451960796,0.1320274152210777,0.8550449462023785,kg per ha
water quality,pesticide application rate,Critical Pesticides,ORCHARD_DECIDUOUS,WALNUTS,2015,3202.5064786000003,1452.383890521542,15670.572605054684,2068.9451960796,0.1320274152210777,0.7019924419813697,kg per ha
water quality,pesticide application rate,Critical Pesticides,ORCHARD_DECIDUOUS,WALNUTS,2016,2382.9508264,1080.7033226303854,15670.572605054684,2068.9451960796,0.1320274152210777,0.5223450696897081,kg per ha
water quality,pesticide application rate,Critical Pesticides,ORCHARD_DECIDUOUS,WALNUTS,2017,3214.12322136,1457.652254585034,15670.572605054684,2068.9451960796,0.1320274152210777,0.7045388429558733,kg per ha
water quality,pesticide application rate,Critical Pesticides,ORCHARD_DECIDUOUS,WALNUTS,2018,2340.61118656,1061.501671909297,15670.572605054684,2068.9451960796,0.1320274152210777,0.513064180685266,kg per ha
water quality,pesticide application rate,Critical Pesticides,PASTURE_ALFALFA,ALFALFA & ALFALFA MIXTURES,2014,73501.76674075,33334.134576303855,18787.04088930409,18787.04088930409,1,1.774315325798954,kg per ha
water quality,pesticide application rate,Critical Pesticides,PASTURE_ALFALFA,ALFALFA & ALFALFA MIXTURES,2015,46974.49431084,21303.625537795917,18787.04088930409,18787.04088930409,1,1.1339532214423709,kg per ha
water quality,pesticide application rate,Critical Pesticides,PASTURE_ALFALFA,ALFALFA & ALFALFA MIXTURES,2016,33143.81445498,15031.208369605441,18787.04088930409,18787.04088930409,1,0.8000838694167672,kg per ha
water quality,pesticide application rate,Critical Pesticides,PASTURE_ALFALFA,ALFALFA & ALFALFA MIXTURES,2017,20316.92309547,9214.02407957823,18787.04088930409,18787.04088930409,1,0.4904457351143571,kg per ha
water quality,pesticide application rate,Critical Pesticides,PASTURE_ALFALFA,ALFALFA & ALFALFA MIXTURES,2018,33646.780144754,15259.310723244442,18787.04088930409,18787.04088930409,1,0.8122253426260402,kg per ha
water quality,pesticide application rate,Critical Pesticides,PASTURE_OTHER,MISCELLANEOUS GRASSES,2014,0.6996636,0.31730775510204084,25493.51021963209,2259.8664479954064,0.08864477384738977,1.4040995890863628e-4,kg per ha
water quality,pesticide application rate,Critical Pesticides,PASTURE_OTHER,MISCELLANEOUS GRASSES,2015,10.0448866,4.555504126984127,25493.51021963209,2259.8664479954064,0.08864477384738977,0.002015828913706403,kg per ha
water quality,pesticide application rate,Critical Pesticides,PASTURE_OTHER,MISCELLANEOUS GRASSES,2016,1.9732716,0.8949077551020408,25493.51021963209,2259.8664479954064,0.08864477384738977,3.9600028395300106e-4,kg per ha
water quality,pesticide application rate,Critical Pesticides,PASTURE_OTHER,MISCELLANEOUS GRASSES,2018,1.1953812,0.5421229931972789,25493.51021963209,2259.8664479954064,0.08864477384738977,2.3989160672665592e-4,kg per ha
water quality,pesticide application rate,Critical Pesticides,PASTURE_OTHER,MIXED PASTURE,2014,1.9859142,0.9006413605442177,25493.51021963209,23233.643771636685,0.9113552261526102,3.87645334238837e-5,kg per ha
water quality,pesticide application rate,Critical Pesticides,PASTURE_OTHER,MIXED PASTURE,2017,10.365648,4.700974149659864,25493.51021963209,23233.643771636685,0.9113552261526102,2.0233477778456552e-4,kg per ha
water quality,pesticide application rate,Critical Pesticides,RICE,RICE,2014,2136.3403714,968.8618464399093,2663.4264942663626,2304.5055346710537,0.8652408991320133,0.4204207071163338,kg per ha
water quality,pesticide application rate,Critical Pesticides,RICE,RICE,2015,5067.0649083,2297.9886205442176,2663.4264942663626,2304.5055346710537,0.8652408991320133,0.9971720987305998,kg per ha
water quality,pesticide application rate,Critical Pesticides,RICE,RICE,2016,4247.85773,1926.4660907029477,2663.4264942663626,2304.5055346710537,0.8652408991320133,0.8359563740331535,kg per ha
water quality,pesticide application rate,Critical Pesticides,RICE,RICE,2017,732.3548346,332.1337118367347,2663.4264942663626,2304.5055346710537,0.8652408991320133,0.14412363382939047,kg per ha
water quality,pesticide application rate,Critical Pesticides,RICE,RICE,2018,3342.0539280000003,1515.6707156462585,2663.4264942663626,2304.5055346710537,0.8652408991320133,0.6576988828376176,kg per ha
water quality,pesticide application rate,Critical Pesticides,RICE,WILD RICE,2014,33.499812,15.19265850340136,2663.4264942663626,358.920959595309,0.1347591008679867,0.042328702454522034,kg per ha
water quality,pesticide application rate,Critical Pesticides,RICE,WILD RICE,2015,13.446015,6.0979659863945574,2663.4264942663626,358.920959595309,0.1347591008679867,0.016989718274658977,kg per ha
water quality,pesticide application rate,Critical Pesticides,RICE,WILD RICE,2016,221.6068356,100.5019662585034,2663.4264942663626,358.920959595309,0.1347591008679867,0.28001141636259275,kg per ha
water quality,pesticide application rate,Critical Pesticides,RICE,WILD RICE,2017,35.861094,16.263534693877553,2663.4264942663626,358.920959595309,0.1347591008679867,0.0453123013830539,kg per ha
water quality,pesticide application rate,Critical Pesticides,RICE,WILD RICE,2018,1919.84901,870.6798231292516,2663.4264942663626,358.920959595309,0.1347591008679867,2.4258260763343595,kg per ha
water quality,pesticide application rate,Critical Pesticides,ROW,CARROTS,2014,1209.7502697999998,548.6395781405895,16819.094288195163,502.4016041657746,0.02987090716997738,1.0920338900023854,kg per ha
water quality,pesticide application rate,Critical Pesticides,ROW,CARROTS,2015,1203.74064,545.9141224489796,16819.094288195163,502.4016041657746,0.02987090716997738,1.0866090353263431,kg per ha
water quality,pesticide application rate,Critical Pesticides,ROW,COLE CROPS (MIXTURE OF 22-25),2014,1.14412176,0.5188760816326531,16819.094288195163,40.30360455464106,0.00239630052986438,0.012874185506886708,kg per ha
water quality,pesticide application rate,Critical Pesticides,ROW,COLE CROPS (MIXTURE OF 22-25),2015,19.829588,8.993010430839002,16819.094288195163,40.30360455464106,0.00239630052986438,0.22313166601877632,kg per ha
water quality,pesticide application rate,Critical Pesticides,ROW,COLE CROPS (MIXTURE OF 22-25),2016,76.3113569,34.60832512471656,16819.094288195163,40.30360455464106,0.00239630052986438,0.8586905689240969,kg per ha
water quality,pesticide application rate,Critical Pesticides,ROW,COLE CROPS (MIXTURE OF 22-25),2017,23.840083200000002,10.81182911564626,16819.094288195163,40.30360455464106,0.00239630052986438,0.26825960692891054,kg per ha
water quality,pesticide application rate,Critical Pesticides,ROW,COLE CROPS (MIXTURE OF 22-25),2018,40.4502883,18.344801950113375,16819.094288195163,40.30360455464106,0.00239630052986438,0.4551652923559891,kg per ha
water quality,pesticide application rate,Critical Pesticides,ROW,"MELONS, SQUASH, AND CUCUMBERS (ALL TYPES)",2014,831.07730824,376.90580872562356,16819.094288195163,2579.183283409931,0.15334852395828386,0.14613378240700967,kg per ha
water quality,pesticide application rate,Critical Pesticides,ROW,"MELONS, SQUASH, AND CUCUMBERS (ALL TYPES)",2015,473.5862475,214.77834353741497,16819.094288195163,2579.183283409931,0.15334852395828386,0.08327378085882176,kg per ha
water quality,pesticide application rate,Critical Pesticides,ROW,"MELONS, SQUASH, AND CUCUMBERS (ALL TYPES)",2016,718.84022536,326.0046373514739,16819.094288195163,2579.183283409931,0.15334852395828386,0.1263983988452593,kg per ha
water quality,pesticide application rate,Critical Pesticides,ROW,"MELONS, SQUASH, AND CUCUMBERS (ALL TYPES)",2017,243.76692765,110.55189462585034,16819.094288195163,2579.183283409931,0.15334852395828386,0.04286314017966571,kg per ha
water quality,pesticide application rate,Critical Pesticides,ROW,"MELONS, SQUASH, AND CUCUMBERS (ALL TYPES)",2018,409.47158874,185.70140078911564,16819.094288195163,2579.183283409931,0.15334852395828386,0.07200007924353494,kg per ha
water quality,pesticide application rate,Critical Pesticides,ROW,MISCELLANEOUS TRUCK,2014,1019.13630216,462.1933343129252,16819.094288195163,797.3454466177341,0.04740715718428238,0.5796651078569606,kg per ha
water quality,pesticide application rate,Critical Pesticides,ROW,MISCELLANEOUS TRUCK,2015,232.6224505,105.49770997732426,16819.094288195163,797.3454466177341,0.04740715718428238,0.132311171305782,kg per ha
water quality,pesticide application rate,Critical Pesticides,ROW,MISCELLANEOUS TRUCK,2016,1330.69802373,603.4911672244898,16819.094288195163,797.3454466177341,0.04740715718428238,0.7568754167775633,kg per ha
water quality,pesticide application rate,Critical Pesticides,ROW,MISCELLANEOUS TRUCK,2017,2248.4462894,1019.7035326077097,16819.094288195163,797.3454466177341,0.04740715718428238,1.27887296144124,kg per ha
water quality,pesticide application rate,Critical Pesticides,ROW,MISCELLANEOUS TRUCK,2018,1667.9406533000001,756.4356704308391,16819.094288195163,797.3454466177341,0.04740715718428238,0.948692531749657,kg per ha
water quality,pesticide application rate,Critical Pesticides,ROW,ONIONS & GARLIC,2014,59.37699859999999,26.928344036281175,16819.094288195163,625.1274500074617,0.03716772373683764,0.04307656628413894,kg per ha
water quality,pesticide application rate,Critical Pesticides,ROW,ONIONS & GARLIC,2015,14.6893674,6.66184462585034,16819.094288195163,625.1274500074617,0.03716772373683764,0.010656778271008293,kg per ha
water quality,pesticide application rate,Critical Pesticides,ROW,ONIONS & GARLIC,2016,210.32274,95.38446258503402,16819.094288195163,625.1274500074617,0.03716772373683764,0.15258402519981404,kg per ha
water quality,pesticide application rate,Critical Pesticides,ROW,ONIONS & GARLIC,2017,1.055664,0.47875918367346937,16819.094288195163,625.1274500074617,0.03716772373683764,7.658585199990095e-4,kg per ha
water quality,pesticide application rate,Critical Pesticides,ROW,ONIONS & GARLIC,2018,333.344652,151.17671292517005,16819.094288195163,625.1274500074617,0.03716772373683764,0.24183342600515395,kg per ha
water quality,pesticide application rate,Critical Pesticides,ROW,"PEPPERS (CHILI, BELL, ETC)",2014,2442.9008742,1107.8915529251701,16819.094288195163,189.04428787207345,0.01123986135238912,5.860486795955887,kg per ha
water quality,pesticide application rate,Critical Pesticides,ROW,"PEPPERS (CHILI, BELL, ETC)",2015,1147.232,520.2866213151927,16819.094288195163,189.04428787207345,0.01123986135238912,2.7521943517662457,kg per ha
water quality,pesticide application rate,Critical Pesticides,ROW,"PEPPERS (CHILI, BELL, ETC)",2016,504.8126971,228.93999868480725,16819.094288195163,189.04428787207345,0.01123986135238912,1.2110389647939603,kg per ha
water quality,pesticide application rate,Critical Pesticides,ROW,"PEPPERS (CHILI, BELL, ETC)",2017,483.02305106,219.05807304308388,16819.094288195163,189.04428787207345,0.01123986135238912,1.1587658929494913,kg per ha
water quality,pesticide application rate,Critical Pesticides,ROW,"PEPPERS (CHILI, BELL, ETC)",2018,36.37013048,16.49439024036281,16819.094288195163,189.04428787207345,0.01123986135238912,0.0872514606287633,kg per ha
water quality,pesticide application rate,Critical Pesticides,ROW,POTATO OR SWEET POTATO,2014,4186.452666,1898.6179891156462,16819.094288195163,1444.3910020391058,0.08587804891806107,1.3144764723923712,kg per ha
water quality,pesticide application rate,Critical Pesticides,ROW,POTATO OR SWEET POTATO,2015,3065.35475156,1390.183560798186,16819.094288195163,1444.3910020391058,0.08587804891806107,0.9624703829057415,kg per ha
water quality,pesticide application rate,Critical Pesticides,ROW,POTATO OR SWEET POTATO,2016,3935.8953992,1784.9865756009071,16819.094288195163,1444.3910020391058,0.08587804891806107,1.2358056600193221,kg per ha
water quality,pesticide application rate,Critical Pesticides,ROW,POTATO OR SWEET POTATO,2017,4247.57905948,1926.3397095147393,16819.094288195163,1444.3910020391058,0.08587804891806107,1.3336691427703764,kg per ha
water quality,pesticide application rate,Critical Pesticides,ROW,POTATO OR SWEET POTATO,2018,3443.28245126,1561.5793429750565,16819.094288195163,1444.3910020391058,0.08587804891806107,1.0811333916996928,kg per ha
water quality,pesticide application rate,Critical Pesticides,ROW,STRAWBERRIES,2015,3.3894247,1.5371540589569161,16819.094288195163,3.4054538743771383,2.024754612837463e-4,0.45138008490514747,kg per ha
water quality,pesticide application rate,Critical Pesticides,ROW,STRAWBERRIES,2016,18.059648,8.190316553287982,16819.094288195163,3.4054538743771383,2.024754612837463e-4,2.4050587250388173,kg per ha
water quality,pesticide application rate,Critical Pesticides,ROW,STRAWBERRIES,2017,0.1,0.045351473922902494,16819.094288195163,3.4054538743771383,2.024754612837463e-4,0.013317306766105394,kg per ha
water quality,pesticide application rate,Critical Pesticides,ROW,TOMATOES (PROCESSING),2014,23081.47392588,10467.788628517006,16819.094288195163,9950.224136304128,0.5916028512479358,1.0520153601690745,kg per ha
water quality,pesticide application rate,Critical Pesticides,ROW,TOMATOES (PROCESSING),2015,19498.24717704,8842.742483918368,16819.094288195163,9950.224136304128,0.5916028512479358,0.8886978185400838,kg per ha
water quality,pesticide application rate,Critical Pesticides,ROW,TOMATOES (PROCESSING),2016,18256.90280948,8279.774516770976,16819.094288195163,9950.224136304128,0.5916028512479358,0.8321193978497033,kg per ha
water quality,pesticide application rate,Critical Pesticides,ROW,TOMATOES (PROCESSING),2017,17104.43549316,7757.113602340135,16819.094288195163,9950.224136304128,0.5916028512479358,0.7795918459804069,kg per ha
water quality,pesticide application rate,Critical Pesticides,ROW,TOMATOES (PROCESSING),2018,14126.23720711,6406.456783269841,16819.094288195163,9950.224136304128,0.5916028512479358,0.6438504997988347,kg per ha
water quality,pesticide application rate,Critical Pesticides,URBAN,URBAN,2014,1782.388601,808.3395015873016,36784.52999989299,36784.52999989299,1,0.021974985179629945,kg per ha
water quality,pesticide application rate,Critical Pesticides,URBAN,URBAN,2015,2465.6595012,1118.2129257142856,36784.52999989299,36784.52999989299,1,0.030398999952358736,kg per ha
water quality,pesticide application rate,Critical Pesticides,URBAN,URBAN,2016,188.8844,85.66185941043084,36784.52999989299,36784.52999989299,1,0.0023287468783937167,kg per ha
water quality,pesticide application rate,Critical Pesticides,URBAN,URBAN,2017,205.9259362,93.39044725623582,36784.52999989299,36784.52999989299,1,0.0025388511762011773,kg per ha
water quality,pesticide application rate,Critical Pesticides,URBAN,URBAN,2018,70.83164,32.12319274376417,36784.52999989299,36784.52999989299,1,8.732799561081145e-4,kg per ha
water quality,pesticide application rate,Critical Pesticides,VINEYARD,VINEYARD,2014,4551.5738151,2064.2058118367345,16192.802764144786,16192.802764144786,1,0.12747674642264156,kg per ha
water quality,pesticide application rate,Critical Pesticides,VINEYARD,VINEYARD,2015,7570.6029702000005,3433.380031836735,16192.802764144786,16192.802764144786,1,0.21203123893036974,kg per ha
water quality,pesticide application rate,Critical Pesticides,VINEYARD,VINEYARD,2016,5941.641857600001,2694.6221576417233,16192.802764144786,16192.802764144786,1,0.166408632087358,kg per ha
water quality,pesticide application rate,Critical Pesticides,VINEYARD,VINEYARD,2017,7106.021247,3222.6853727891153,16192.802764144786,16192.802764144786,1,0.19901961505546192,kg per ha
water quality,pesticide application rate,Critical Pesticides,VINEYARD,VINEYARD,2018,6246.36527634,2832.818719428571,16192.802764144786,16192.802764144786,1,0.1749430756793501,kg per ha
water quality,pesticide application rate,Groundwater Contaminant,FIELD_CORN,"CORN, SORGHUM, OR SUDAN",2014,1154.3642415,523.5211979591836,34678.84712333792,34678.84712333792,1,0.015096268803205633,kg per ha
water quality,pesticide application rate,Groundwater Contaminant,FIELD_CORN,"CORN, SORGHUM, OR SUDAN",2015,1901.6539679999998,862.4281034013604,34678.84712333792,34678.84712333792,1,0.024868995798334077,kg per ha
water quality,pesticide application rate,Groundwater Contaminant,FIELD_CORN,"CORN, SORGHUM, OR SUDAN",2016,1307.2427384999999,592.8538496598638,34678.84712333792,34678.84712333792,1,0.017095546675797345,kg per ha
water quality,pesticide application rate,Groundwater Contaminant,FIELD_CORN,"CORN, SORGHUM, OR SUDAN",2017,1220.6327939999999,553.574963265306,34678.84712333792,34678.84712333792,1,0.01596289984198365,kg per ha
water quality,pesticide application rate,Groundwater Contaminant,FIELD_CORN,"CORN, SORGHUM, OR SUDAN",2018,54.735354,24.823289795918367,34678.84712333792,34678.84712333792,1,7.158049316816236e-4,kg per ha
water quality,pesticide application rate,Groundwater Contaminant,FIELD_OTHER,BEANS (DRY),2014,30.41566,13.793950113378683,7964.759359127458,2024.3778301303464,0.2541668541197606,0.006813920755341661,kg per ha
water quality,pesticide application rate,Groundwater Contaminant,FIELD_OTHER,BEANS (DRY),2016,3.259388,1.478180498866213,7964.759359127458,2024.3778301303464,0.2541668541197606,7.301900252340915e-4,kg per ha
water quality,pesticide application rate,Groundwater Contaminant,FIELD_OTHER,BEANS (DRY),2018,37.304256,16.91802993197279,7964.759359127458,2024.3778301303464,0.2541668541197606,0.008357150369940312,kg per ha
water quality,pesticide application rate,Groundwater Contaminant,IDLE,IDLE,2014,100.0989231,45.39633700680272,26609.3100000389,26609.3100000389,1,0.0017060320995447215,kg per ha
water quality,pesticide application rate,Groundwater Contaminant,IDLE,IDLE,2015,9.9473114,4.511252335600907,26609.3100000389,26609.3100000389,1,1.695366146508238e-4,kg per ha
water quality,pesticide application rate,Groundwater Contaminant,IDLE,IDLE,2016,498.25996200000003,225.96823673469387,26609.3100000389,26609.3100000389,1,0.008492074267779343,kg per ha
water quality,pesticide application rate,Groundwater Contaminant,IDLE,IDLE,2017,27.0267129,12.257012653061224,26609.3100000389,26609.3100000389,1,4.6062872930727276e-4,kg per ha
water quality,pesticide application rate,Groundwater Contaminant,ORCHARD_CITRUS&SUBTROPICAL,OLIVES,2014,672.0200461,304.7709959637188,639.8735836955395,621.6899988330701,0.9715825354791934,0.4902298517521315,kg per ha
water quality,pesticide application rate,Groundwater Contaminant,ORCHARD_CITRUS&SUBTROPICAL,OLIVES,2015,590.2635849999999,267.69323582766435,639.8735836955395,621.6899988330701,0.9715825354791934,0.4305895805467873,kg per ha
water quality,pesticide application rate,Groundwater Contaminant,ORCHARD_CITRUS&SUBTROPICAL,OLIVES,2016,488.6227609,221.5976239909297,639.8735836955395,621.6899988330701,0.9715825354791934,0.35644392608353803,kg per ha
water quality,pesticide application rate,Groundwater Contaminant,ORCHARD_CITRUS&SUBTROPICAL,OLIVES,2017,194.1015729,88.02792421768707,639.8735836955395,621.6899988330701,0.9715825354791934,0.14159456382267369,kg per ha
water quality,pesticide application rate,Groundwater Contaminant,ORCHARD_CITRUS&SUBTROPICAL,OLIVES,2018,194.1015729,88.02792421768707,639.8735836955395,621.6899988330701,0.9715825354791934,0.14159456382267369,kg per ha
water quality,pesticide application rate,Groundwater Contaminant,ORCHARD_DECIDUOUS,ALMONDS,2014,103.5236128,46.94948426303854,15670.572605054684,8052.1537577694035,0.5138391532146125,0.005830674087381613,kg per ha
water quality,pesticide application rate,Groundwater Contaminant,ORCHARD_DECIDUOUS,ALMONDS,2015,103.5236128,46.94948426303854,15670.572605054684,8052.1537577694035,0.5138391532146125,0.005830674087381613,kg per ha
water quality,pesticide application rate,Groundwater Contaminant,ORCHARD_DECIDUOUS,ALMONDS,2016,313.52040120000004,142.1861229931973,15670.572605054684,8052.1537577694035,0.5138391532146125,0.017658148027290713,kg per ha
water quality,pesticide application rate,Groundwater Contaminant,ORCHARD_DECIDUOUS,ALMONDS,2017,103.4058061,46.896057188208616,15670.572605054684,8052.1537577694035,0.5138391532146125,0.005824038958888398,kg per ha
water quality,pesticide application rate,Groundwater Contaminant,ORCHARD_DECIDUOUS,ALMONDS,2018,999.4148304,453.2493561904762,15670.572605054684,8052.1537577694035,0.5138391532146125,0.05628920781016416,kg per ha
water quality,pesticide application rate,Groundwater Contaminant,ORCHARD_DECIDUOUS,APPLES,2015,374.25024,169.728,15670.572605054684,156.15193352765803,0.00996466035180423,1.0869413920509499,kg per ha
water quality,pesticide application rate,Groundwater Contaminant,ORCHARD_DECIDUOUS,APPLES,2016,179.96764000000002,81.61797732426304,15670.572605054684,156.15193352765803,0.00996466035180423,0.5226831040795704,kg per ha
water quality,pesticide application rate,Groundwater Contaminant,ORCHARD_DECIDUOUS,PEARS,2014,413.0119058,187.30698675736963,15670.572605054684,2224.3721574258957,0.14194581228693612,0.08420667653659467,kg per ha
water quality,pesticide application rate,Groundwater Contaminant,ORCHARD_DECIDUOUS,PEARS,2015,804.9153937,365.04099487528345,15670.572605054684,2224.3721574258957,0.14194581228693612,0.1641096763671592,kg per ha
water quality,pesticide application rate,Groundwater Contaminant,ORCHARD_DECIDUOUS,PEARS,2016,1034.838966,469.3147238095238,15670.572605054684,2224.3721574258957,0.14194581228693612,0.2109875014586712,kg per ha
water quality,pesticide application rate,Groundwater Contaminant,ORCHARD_DECIDUOUS,PEARS,2017,1016.8192017,461.1424951020408,15670.572605054684,2224.3721574258957,0.14194581228693612,0.20731355297833234,kg per ha
water quality,pesticide application rate,Groundwater Contaminant,ORCHARD_DECIDUOUS,PEARS,2018,723.8836841,328.2919202267573,15670.572605054684,2224.3721574258957,0.14194581228693612,0.14758857645775683,kg per ha
