METRIC_CATEGORY,METRIC_SUBTYPE,METRIC,CODE_NAME,SCORE_MEAN,SCORE_SE,SCORE_MIN,SCORE_MAX,UNIT
economy,livelihoods,Agricultural Jobs,PASTURE_OTHER,0.006340739337371615,0.00062298051766420965,0.0028930593026215323,0.011929206896551725,number of employees per ha
economy,livelihoods,Annual Wages,PASTURE_OTHER,41925.075148210955,1968.9476498135668,26015.71186440678,55362.27350427351,annual dollars per employee
economy,livelihoods,Agricultural Jobs,IDLE,0,NA,NA,NA,number of employees per ha
economy,livelihoods,Annual Wages,IDLE,0,NA,NA,NA,annual dollars per employee
economy,livelihoods,Agricultural Jobs,GRASSLAND,0,NA,NA,NA,number of employees per ha
economy,livelihoods,Annual Wages,GRASSLAND,0,NA,NA,NA,annual dollars per employee
economy,livelihoods,Agricultural Jobs,URBAN,0,NA,NA,NA,number of employees per ha
economy,livelihoods,Annual Wages,URBAN,0,NA,NA,NA,annual dollars per employee
economy,livelihoods,Agricultural Jobs,RIPARIAN,0,NA,NA,NA,number of employees per ha
economy,livelihoods,Annual Wages,RIPARIAN,0,NA,NA,NA,annual dollars per employee
economy,livelihoods,Agricultural Jobs,RIPARIAN_FOREST_POFR,0,NA,NA,NA,number of employees per ha
economy,livelihoods,Annual Wages,RIPARIAN_FOREST_POFR,0,NA,NA,NA,annual dollars per employee
economy,livelihoods,Agricultural Jobs,RIPARIAN_FOREST_QULO,0,NA,NA,NA,number of employees per ha
economy,livelihoods,Annual Wages,RIPARIAN_FOREST_QULO,0,NA,NA,NA,annual dollars per employee
economy,livelihoods,Agricultural Jobs,RIPARIAN_FOREST_SALIX,0,NA,NA,NA,number of employees per ha
economy,livelihoods,Annual Wages,RIPARIAN_FOREST_SALIX,0,NA,NA,NA,annual dollars per employee
economy,livelihoods,Agricultural Jobs,RIPARIAN_FOREST_MIXED,0,NA,NA,NA,number of employees per ha
economy,livelihoods,Annual Wages,RIPARIAN_FOREST_MIXED,0,NA,NA,NA,annual dollars per employee
economy,livelihoods,Agricultural Jobs,RIPARIAN_SCRUB_INTRO,0,NA,NA,NA,number of employees per ha
economy,livelihoods,Annual Wages,RIPARIAN_SCRUB_INTRO,0,NA,NA,NA,annual dollars per employee
economy,livelihoods,Agricultural Jobs,RIPARIAN_SCRUB_SALIX,0,NA,NA,NA,number of employees per ha
economy,livelihoods,Annual Wages,RIPARIAN_SCRUB_SALIX,0,NA,NA,NA,annual dollars per employee
economy,livelihoods,Agricultural Jobs,RIPARIAN_SCRUB_MIXED,0,NA,NA,NA,number of employees per ha
economy,livelihoods,Annual Wages,RIPARIAN_SCRUB_MIXED,0,NA,NA,NA,annual dollars per employee
economy,livelihoods,Agricultural Jobs,WETLAND_MANAGED,0,NA,NA,NA,number of employees per ha
economy,livelihoods,Annual Wages,WETLAND_MANAGED,0,NA,NA,NA,annual dollars per employee
economy,livelihoods,Agricultural Jobs,WETLAND_MANAGED_PERENNIAL,0,NA,NA,NA,number of employees per ha
economy,livelihoods,Annual Wages,WETLAND_MANAGED_PERENNIAL,0,NA,NA,NA,annual dollars per employee
economy,livelihoods,Agricultural Jobs,WETLAND_MANAGED_SEASONAL,0,NA,NA,NA,number of employees per ha
economy,livelihoods,Annual Wages,WETLAND_MANAGED_SEASONAL,0,NA,NA,NA,annual dollars per employee
economy,livelihoods,Agricultural Jobs,WETLAND_TIDAL,0,NA,NA,NA,number of employees per ha
economy,livelihoods,Annual Wages,WETLAND_TIDAL,0,NA,NA,NA,annual dollars per employee
economy,livelihoods,Agricultural Jobs,WETLAND_OTHER,0,NA,NA,NA,number of employees per ha
economy,livelihoods,Annual Wages,WETLAND_OTHER,0,NA,NA,NA,annual dollars per employee
economy,livelihoods,Agricultural Jobs,WATER,0,NA,NA,NA,number of employees per ha
economy,livelihoods,Annual Wages,WATER,0,NA,NA,NA,annual dollars per employee
economy,livelihoods,Agricultural Jobs,WOODLAND,0,NA,NA,NA,number of employees per ha
economy,livelihoods,Annual Wages,WOODLAND,0,NA,NA,NA,annual dollars per employee
economy,livelihoods,Agricultural Jobs,SCRUB,0,NA,NA,NA,number of employees per ha
economy,livelihoods,Annual Wages,SCRUB,0,NA,NA,NA,annual dollars per employee
economy,livelihoods,Agricultural Jobs,BARREN,0,NA,NA,NA,number of employees per ha
economy,livelihoods,Annual Wages,BARREN,0,NA,NA,NA,annual dollars per employee
