Year, Commodity Code, Crop Name, County Code, County, Harvested Acres, Yield, Production, Price P/U, Unit, Value
2019,261999,ALMONDS ALL ,67,Sacramento ,1180,0.3,354,5169.49,Tons ,1830000
2019,261999,ALMONDS ALL ,77,San Joaquin ,103000,0.87,89900,5001.35,Tons ,449621000
2019,261999,ALMONDS ALL ,95,Solano ,14000,0.86,12000,4609.33,Tons ,55312000
2019,261999,ALMONDS ALL ,99,Stanislaus ,216000,1.1,238000,4962.92,Tons ,1181174000
2019,261999,ALMONDS ALL ,101,Sutter ,11700,0.73,8520,4679.11,Tons ,39866000
2019,261999,ALMONDS ALL ,103,Tehama ,13300,0.61,8110,5045.99,Tons ,40923000
2019,261999,ALMONDS ALL ,107,Tulare ,78300,1.07,83700,4945.9,Tons ,413972000
2019,261999,ALMONDS ALL ,113,Yolo ,34900,0.99,34600,4560,Tons ,157776000
2019,261999,ALMONDS ALL ,115,Yuba ,1630,0.8,1310,4187.02,Tons ,5485000
2019,261999,ALMONDS ALL ,991,Sum of Others ,1150,  ,  ,  ,  ,6822200
2019,261999,ALMONDS ALL ,999, State Totals,1413130,1.07,1505567,5021.95,    ,7567698200
2019,333999,ANISE (FENNEL) ,53,Monterey ,863,19.12,16500,1150,Tons ,18975000
2019,333999,ANISE (FENNEL) ,991,Sum of Others ,160,  ,  ,  ,  ,5468400
2019,333999,ANISE (FENNEL) ,999, State Totals,1023,19.12,16500,1150,    ,24443400
2019,483999,APIARY PRODUCTS BEES PACKAGED ,11,Colusa ,  ,  ,8300,110,Lbs ,913000
2019,483999,APIARY PRODUCTS BEES PACKAGED ,21,Glenn ,  ,  ,122000,26.66,Lbs ,3253000
2019,483999,APIARY PRODUCTS BEES PACKAGED ,47,Merced ,  ,  ,42800,25.05,Lbs ,1072000
2019,483999,APIARY PRODUCTS BEES PACKAGED ,991,Sum of Others ,  ,  ,  ,  ,  ,152000
2019,483999,APIARY PRODUCTS BEES PACKAGED ,999, State Totals,0,  ,173100,30.26,    ,5390000
2019,485999,APIARY PRODUCTS BEES QUEEN ,11,Colusa ,  ,  ,33600,28.96,Each ,973000
2019,485999,APIARY PRODUCTS BEES QUEEN ,21,Glenn ,  ,  ,384000,26.97,Each ,10358000
2019,485999,APIARY PRODUCTS BEES QUEEN ,47,Merced ,  ,  ,19900,20.15,Each ,401000
2019,485999,APIARY PRODUCTS BEES QUEEN ,89,Shasta ,  ,  ,202000,27.92,Each ,5640000
2019,485999,APIARY PRODUCTS BEES QUEEN ,991,Sum of Others ,  ,  ,  ,  ,  ,802000
2019,485999,APIARY PRODUCTS BEES QUEEN ,999, State Totals,0,  ,639500,27.16,    ,18174000
2019,489999,APIARY PRODUCTS BEES UNSPECIFIED ,7,Butte ,  ,  ,  ,  ,  ,3738000
2019,489999,APIARY PRODUCTS BEES UNSPECIFIED ,9,Calaveras ,  ,  ,  ,  ,  ,274000
2019,489999,APIARY PRODUCTS BEES UNSPECIFIED ,13,Contra Costa ,  ,  ,  ,  ,  ,967000
2019,489999,APIARY PRODUCTS BEES UNSPECIFIED ,17,El Dorado ,  ,  ,  ,  ,  ,1224000
2019,489999,APIARY PRODUCTS BEES UNSPECIFIED ,21,Glenn ,  ,  ,  ,  ,  ,27800
2019,489999,APIARY PRODUCTS BEES UNSPECIFIED ,27,Inyo ,  ,  ,  ,  ,  ,5520
2019,489999,APIARY PRODUCTS BEES UNSPECIFIED ,29,Kern ,  ,  ,  ,  ,  ,100000
2019,489999,APIARY PRODUCTS BEES UNSPECIFIED ,57,Nevada ,  ,  ,  ,  ,  ,210000
2019,489999,APIARY PRODUCTS BEES UNSPECIFIED ,59,Orange ,  ,  ,  ,  ,  ,654000
2019,489999,APIARY PRODUCTS BEES UNSPECIFIED ,61,Placer ,  ,  ,  ,  ,  ,279000
2019,489999,APIARY PRODUCTS BEES UNSPECIFIED ,67,Sacramento ,  ,  ,  ,  ,  ,529000
2019,489999,APIARY PRODUCTS BEES UNSPECIFIED ,71,San Bernardino ,  ,  ,  ,  ,  ,1688000
2019,489999,APIARY PRODUCTS BEES UNSPECIFIED ,73,San Diego ,  ,  ,  ,  ,  ,2540000
2019,489999,APIARY PRODUCTS BEES UNSPECIFIED ,77,San Joaquin ,  ,  ,  ,  ,  ,583000
2019,489999,APIARY PRODUCTS BEES UNSPECIFIED ,83,Santa Barbara ,  ,  ,  ,  ,  ,2252000
2019,489999,APIARY PRODUCTS BEES UNSPECIFIED ,85,Santa Clara ,  ,  ,  ,  ,  ,260000
2019,489999,APIARY PRODUCTS BEES UNSPECIFIED ,89,Shasta ,  ,  ,  ,  ,  ,1571000
2019,489999,APIARY PRODUCTS BEES UNSPECIFIED ,95,Solano ,  ,  ,  ,  ,  ,1431000
2019,489999,APIARY PRODUCTS BEES UNSPECIFIED ,97,Sonoma ,  ,  ,  ,  ,  ,565000
2019,489999,APIARY PRODUCTS BEES UNSPECIFIED ,103,Tehama ,  ,  ,  ,  ,  ,10449000
2019,489999,APIARY PRODUCTS BEES UNSPECIFIED ,109,Tuolumne ,  ,  ,  ,  ,  ,105000
2019,489999,APIARY PRODUCTS BEES UNSPECIFIED ,113,Yolo ,  ,  ,  ,  ,  ,14301000
2019,489999,APIARY PRODUCTS BEES UNSPECIFIED ,991,Sum of Others ,  ,  ,1980,333.21,Lbs ,659757
2019,489999,APIARY PRODUCTS BEES UNSPECIFIED ,999, State Totals,0,  ,1980,333.21,    ,44413077
2019,482999,APIARY PRODUCTS BEESWAX ,19,Fresno ,  ,  ,165000,3.07,Lbs ,507000
2019,482999,APIARY PRODUCTS BEESWAX ,25,Imperial ,  ,  ,4340,2.53,Lbs ,11000
2019,482999,APIARY PRODUCTS BEESWAX ,29,Kern ,  ,  ,811000,6.5,Lbs ,5271000
2019,482999,APIARY PRODUCTS BEESWAX ,31,Kings ,  ,  ,7130,2.4,Lbs ,17100
2019,482999,APIARY PRODUCTS BEESWAX ,39,Madera ,  ,  ,19100,3.4,Lbs ,65000
2019,482999,APIARY PRODUCTS BEESWAX ,47,Merced ,  ,  ,41100,3.31,Lbs ,136000
2019,482999,APIARY PRODUCTS BEESWAX ,53,Monterey ,  ,  ,360,4.5,Lbs ,1620
2019,482999,APIARY PRODUCTS BEESWAX ,63,Plumas ,  ,  ,65,4.25,Lbs ,276
2019,482999,APIARY PRODUCTS BEESWAX ,65,Riverside ,  ,  ,11900,2.99,Lbs ,35600
2019,482999,APIARY PRODUCTS BEESWAX ,91,Sierra ,  ,  ,120,4.28,Lbs ,513
2019,482999,APIARY PRODUCTS BEESWAX ,99,Stanislaus ,  ,  ,663000,3.25,Lbs ,2155000
2019,482999,APIARY PRODUCTS BEESWAX ,107,Tulare ,  ,  ,75000,3.55,Lbs ,266000
2019,482999,APIARY PRODUCTS BEESWAX ,111,Ventura ,  ,  ,30300,3.7,Lbs ,112000
2019,482999,APIARY PRODUCTS BEESWAX ,991,Sum of Others ,  ,  ,  ,  ,  ,254300
2019,482999,APIARY PRODUCTS BEESWAX ,999, State Totals,0,  ,1828415,4.69,    ,8832409
2019,481999,APIARY PRODUCTS HONEY ,11,Colusa ,  ,  ,116000,3.74,Lbs ,434000
2019,481999,APIARY PRODUCTS HONEY ,19,Fresno ,  ,  ,7509000,5.16,Lbs ,38746000
2019,481999,APIARY PRODUCTS HONEY ,25,Imperial ,  ,  ,415000,1.84,Lbs ,763000
2019,481999,APIARY PRODUCTS HONEY ,27,Inyo ,  ,  ,58400,3,Lbs ,175000
2019,481999,APIARY PRODUCTS HONEY ,29,Kern ,  ,  ,6487000,1.56,Lbs ,10119000
2019,481999,APIARY PRODUCTS HONEY ,31,Kings ,  ,  ,414000,1.91,Lbs ,791000
2019,481999,APIARY PRODUCTS HONEY ,39,Madera ,  ,  ,403000,2.4,Lbs ,968000
2019,481999,APIARY PRODUCTS HONEY ,43,Mariposa ,  ,  ,29700,2.05,Lbs ,61000
2019,481999,APIARY PRODUCTS HONEY ,47,Merced ,  ,  ,2054000,1.44,Lbs ,2959000
2019,481999,APIARY PRODUCTS HONEY ,49,Modoc ,  ,  ,17300,2,Lbs ,34600
2019,481999,APIARY PRODUCTS HONEY ,53,Monterey ,  ,  ,11500,2.26,Lbs ,26000
2019,481999,APIARY PRODUCTS HONEY ,57,Nevada ,  ,  ,28200,4.57,Lbs ,129000
2019,481999,APIARY PRODUCTS HONEY ,63,Plumas ,  ,  ,3930,9.29,Lbs ,36500
2019,481999,APIARY PRODUCTS HONEY ,65,Riverside ,  ,  ,654000,1.9,Lbs ,1242000
2019,481999,APIARY PRODUCTS HONEY ,75,San Francisco ,  ,  ,  ,  ,Lbs ,57500
2019,481999,APIARY PRODUCTS HONEY ,77,San Joaquin ,  ,  ,265000,5.51,Lbs ,1459000
2019,481999,APIARY PRODUCTS HONEY ,81,San Mateo ,  ,  ,39000,10.41,Lbs ,406000
2019,481999,APIARY PRODUCTS HONEY ,89,Shasta ,  ,  ,30500,2.75,Lbs ,84000
2019,481999,APIARY PRODUCTS HONEY ,91,Sierra ,  ,  ,8580,9,Lbs ,77200
2019,481999,APIARY PRODUCTS HONEY ,99,Stanislaus ,  ,  ,5687000,3.96,Lbs ,22520000
2019,481999,APIARY PRODUCTS HONEY ,105,Trinity ,  ,  ,1960,6.28,Lbs ,12300
2019,481999,APIARY PRODUCTS HONEY ,107,Tulare ,  ,  ,10542000,1.93,Lbs ,20322000
2019,481999,APIARY PRODUCTS HONEY ,111,Ventura ,  ,  ,630000,3.19,Lbs ,2011000
2019,481999,APIARY PRODUCTS HONEY ,991,Sum of Others ,  ,  ,  ,  ,  ,6092400
2019,481999,APIARY PRODUCTS HONEY ,999, State Totals,0,  ,35405070,2.92,    ,109525500
2019,486999,APIARY PRODUCTS POLLINATION FEES ,7,Butte ,  ,  ,  ,  ,  ,12540000
2019,486999,APIARY PRODUCTS POLLINATION FEES ,11,Colusa ,  ,  ,138000,215.12,Col ,29686000
2019,486999,APIARY PRODUCTS POLLINATION FEES ,19,Fresno ,  ,  ,  ,  ,  ,110182000
2019,486999,APIARY PRODUCTS POLLINATION FEES ,21,Glenn ,  ,  ,  ,  ,  ,20987000
2019,486999,APIARY PRODUCTS POLLINATION FEES ,25,Imperial ,  ,  ,81200,71.98,Col ,5845000
2019,486999,APIARY PRODUCTS POLLINATION FEES ,29,Kern ,  ,  ,478000,191.93,Col ,91743000
2019,486999,APIARY PRODUCTS POLLINATION FEES ,31,Kings ,  ,  ,74200,176.6,Col ,13104000
2019,486999,APIARY PRODUCTS POLLINATION FEES ,39,Madera ,  ,  ,302000,190,Col ,57380000
2019,486999,APIARY PRODUCTS POLLINATION FEES ,47,Merced ,  ,  ,217000,190.25,Col ,41284000
2019,486999,APIARY PRODUCTS POLLINATION FEES ,53,Monterey ,  ,  ,2580,65.12,Col ,168000
2019,486999,APIARY PRODUCTS POLLINATION FEES ,65,Riverside ,  ,  ,25500,190,Col ,4845000
2019,486999,APIARY PRODUCTS POLLINATION FEES ,73,San Diego ,  ,  ,  ,  ,  ,3500000
2019,486999,APIARY PRODUCTS POLLINATION FEES ,77,San Joaquin ,  ,  ,204000,175.54,Col ,35811000
2019,486999,APIARY PRODUCTS POLLINATION FEES ,89,Shasta ,  ,  ,12600,196.03,Col ,2470000
2019,486999,APIARY PRODUCTS POLLINATION FEES ,95,Solano ,  ,  ,27000,119.22,Col ,3219000
2019,486999,APIARY PRODUCTS POLLINATION FEES ,99,Stanislaus ,  ,  ,430000,197.32,Col ,84848000
2019,486999,APIARY PRODUCTS POLLINATION FEES ,101,Sutter ,  ,  ,54300,90.96,Col ,4939000
2019,486999,APIARY PRODUCTS POLLINATION FEES ,103,Tehama ,  ,  ,28300,186.82,Col ,5287000
2019,486999,APIARY PRODUCTS POLLINATION FEES ,107,Tulare ,  ,  ,252000,166,Col ,41832000
2019,486999,APIARY PRODUCTS POLLINATION FEES ,111,Ventura ,  ,  ,  ,  ,  ,2661000
2019,486999,APIARY PRODUCTS POLLINATION FEES ,115,Yuba ,  ,  ,10800,45.65,Col ,493000
2019,486999,APIARY PRODUCTS POLLINATION FEES ,991,Sum of Others ,  ,  ,  ,  ,  ,406000
2019,486999,APIARY PRODUCTS POLLINATION FEES ,999, State Totals,0,  ,2337480,180.94,    ,573230000
2019,211999,APPLES ALL ,17,El Dorado ,835,  ,  ,  ,Tons ,18996000
2019,211999,APPLES ALL ,45,Mendocino ,216,2.71,585,815.38,Tons ,477000
2019,211999,APPLES ALL ,61,Placer ,45,0.51,23,2934.78,Tons ,67500
2019,211999,APPLES ALL ,65,Riverside ,25,2.32,58,1913.79,Tons ,111000
2019,211999,APPLES ALL ,69,San Benito ,348,14.8,5150,354.95,Tons ,1828000
2019,211999,APPLES ALL ,71,San Bernardino ,230,2.39,549,4435.34,Tons ,2435000
2019,211999,APPLES ALL ,73,San Diego ,174,1.44,251,2003.98,Tons ,503000
2019,211999,APPLES ALL ,77,San Joaquin ,1990,18.74,37300,492.68,Tons ,18377000
2019,211999,APPLES ALL ,87,Santa Cruz ,2030,26.26,53300,369.02,Tons ,19669000
2019,211999,APPLES ALL ,93,Siskiyou ,26,  ,  ,  ,  ,37000
2019,211999,APPLES ALL ,97,Sonoma ,2170,3.94,8560,471.5,Tons ,4036000
2019,211999,APPLES ALL ,991,Sum of Others ,532,  ,  ,  ,  ,2253375
2019,211999,APPLES ALL ,999, State Totals,8621,14.63,105776,449.1,    ,68789875
2019,217999,APRICOTS ALL ,13,Contra Costa ,167,2.72,454,3449.34,Tons ,1566000
2019,217999,APRICOTS ALL ,19,Fresno ,1320,6.95,9180,1742.05,Tons ,15992000
2019,217999,APRICOTS ALL ,31,Kings ,788,5.56,4380,1470.32,Tons ,6440000
2019,217999,APRICOTS ALL ,65,Riverside ,15,2,30,1986.67,Tons ,59600
2019,217999,APRICOTS ALL ,69,San Benito ,551,2.99,1650,1503.03,Tons ,2480000
2019,217999,APRICOTS ALL ,77,San Joaquin ,620,8.34,5170,595.55,Tons ,3079000
2019,217999,APRICOTS ALL ,85,Santa Clara ,143,1.2,172,1575.58,Tons ,271000
2019,217999,APRICOTS ALL ,99,Stanislaus ,2550,7.22,18400,647.01,Tons ,11905000
2019,217999,APRICOTS ALL ,107,Tulare ,608,7.01,4260,1989.91,Tons ,8477000
2019,217999,APRICOTS ALL ,991,Sum of Others ,401,  ,  ,  ,  ,2659600
2019,217999,APRICOTS ALL ,999, State Totals,7163,6.46,43696,1150.44,    ,52929200
2019,301999,ARTICHOKES ,53,Monterey ,3840,7.86,30200,1760,Tons ,53152000
2019,301999,ARTICHOKES ,65,Riverside ,980,7.2,7060,1479.18,Tons ,10443000
2019,301999,ARTICHOKES ,81,San Mateo ,47,2.49,117,2367.52,Tons ,277000
2019,301999,ARTICHOKES ,111,Ventura ,762,6.44,4910,1802.44,Tons ,8850000
2019,301999,ARTICHOKES ,991,Sum of Others ,486,  ,  ,  ,  ,2380760
2019,301999,ARTICHOKES ,999, State Totals,6115,7.51,42287,1719.72,    ,75102760
2019,302999,ASPARAGUS UNSPECIFIED ,19,Fresno ,813,3.05,2480,3508.87,Tons ,8702000
2019,302999,ASPARAGUS UNSPECIFIED ,53,Monterey ,552,3.75,2070,2589.86,Tons ,5361000
2019,302999,ASPARAGUS UNSPECIFIED ,77,San Joaquin ,630,3.17,2000,3573,Tons ,7146000
2019,302999,ASPARAGUS UNSPECIFIED ,991,Sum of Others ,543,  ,  ,  ,  ,5053085
2019,302999,ASPARAGUS UNSPECIFIED ,999, State Totals,2538,3.28,6550,3238.02,    ,26262085
2019,221999,AVOCADOS ALL ,53,Monterey ,225,6.58,1480,2500,Tons ,3700000
2019,221999,AVOCADOS ALL ,65,Riverside ,2940,5.48,16100,2505.53,Tons ,40339000
2019,221999,AVOCADOS ALL ,71,San Bernardino ,397,3.53,1400,2604.29,Tons ,3646000
2019,221999,AVOCADOS ALL ,73,San Diego ,14900,2.38,35400,3958.08,Tons ,140116000
2019,221999,AVOCADOS ALL ,79,San Luis Obispo ,4440,2.75,12200,3186.48,Tons ,38875000
2019,221999,AVOCADOS ALL ,83,Santa Barbara ,5410,1.98,10700,3309.44,Tons ,35411000
2019,221999,AVOCADOS ALL ,111,Ventura ,16500,3.02,49800,2349.02,Tons ,116981000
2019,221999,AVOCADOS ALL ,991,Sum of Others ,1151,  ,  ,  ,  ,4357000
2019,221999,AVOCADOS ALL ,999, State Totals,45963,2.84,127080,2982.91,    ,383425000
2019,113999,BARLEY UNSPECIFIED ,29,Kern ,4050,0.61,2490,174.7,Tons ,435000
2019,113999,BARLEY UNSPECIFIED ,47,Merced ,425,1.75,744,190.86,Tons ,142000
2019,113999,BARLEY UNSPECIFIED ,49,Modoc ,5990,2.75,16500,152.36,Tons ,2514000
2019,113999,BARLEY UNSPECIFIED ,53,Monterey ,3810,1.14,4340,155.99,Tons ,677000
2019,113999,BARLEY UNSPECIFIED ,79,San Luis Obispo ,7550,1.34,10100,195.45,Tons ,1974000
2019,113999,BARLEY UNSPECIFIED ,93,Siskiyou ,4370,2.79,12200,223.61,Tons ,2728000
2019,113999,BARLEY UNSPECIFIED ,107,Tulare ,5190,1.18,6120,210.95,Tons ,1291000
2019,113999,BARLEY UNSPECIFIED ,991,Sum of Others ,926,  ,  ,  ,  ,357100
2019,113999,BARLEY UNSPECIFIED ,999, State Totals,32311,1.67,52494,185.95,    ,10118100
2019,161741,BEANS BLACKEYE (PEAS) ,99,Stanislaus ,1570,1.02,1600,991.88,Tons ,1587000
2019,161741,BEANS BLACKEYE (PEAS) ,991,Sum of Others ,580,  ,  ,  ,  ,389000
2019,161741,BEANS BLACKEYE (PEAS) ,999, State Totals,2150,1.02,1600,991.88,    ,1976000
2019,169999,BEANS DRY EDIBLE UNSPECIFIED ,7,Butte ,258,1,258,1500,Tons ,387000
2019,169999,BEANS DRY EDIBLE UNSPECIFIED ,11,Colusa ,4150,1.15,4770,1000.84,Tons ,4774000
2019,169999,BEANS DRY EDIBLE UNSPECIFIED ,21,Glenn ,566,1.4,792,929.29,Tons ,736000
2019,169999,BEANS DRY EDIBLE UNSPECIFIED ,29,Kern ,1630,1.32,2150,1198.6,Tons ,2577000
2019,169999,BEANS DRY EDIBLE UNSPECIFIED ,53,Monterey ,903,1.4,1260,1850,Tons ,2331000
2019,169999,BEANS DRY EDIBLE UNSPECIFIED ,77,San Joaquin ,3620,1.08,3900,981.79,Tons ,3829000
2019,169999,BEANS DRY EDIBLE UNSPECIFIED ,81,San Mateo ,109,0.7,76,5855.26,Tons ,445000
2019,169999,BEANS DRY EDIBLE UNSPECIFIED ,83,Santa Barbara ,1560,  ,  ,  ,  ,1684000
2019,169999,BEANS DRY EDIBLE UNSPECIFIED ,95,Solano ,2490,1.08,2700,1112.22,Tons ,3003000
2019,169999,BEANS DRY EDIBLE UNSPECIFIED ,99,Stanislaus ,746,0.92,686,830.9,Tons ,570000
2019,169999,BEANS DRY EDIBLE UNSPECIFIED ,101,Sutter ,11700,0.88,10300,988.83,Tons ,10185000
2019,169999,BEANS DRY EDIBLE UNSPECIFIED ,107,Tulare ,3660,1.23,4500,1060,Tons ,4770000
2019,169999,BEANS DRY EDIBLE UNSPECIFIED ,111,Ventura ,440,  ,  ,  ,  ,1531000
2019,169999,BEANS DRY EDIBLE UNSPECIFIED ,991,Sum of Others ,7267,  ,  ,  ,  ,8021000
2019,169999,BEANS DRY EDIBLE UNSPECIFIED ,999, State Totals,39099,1.05,31392,1070.56,    ,44843000
2019,162399,BEANS FAVA ,81,San Mateo ,259,3.51,909,1088.01,Tons ,989000
2019,162399,BEANS FAVA ,991,Sum of Others ,80,  ,  ,  ,  ,177100
2019,162399,BEANS FAVA ,999, State Totals,339,3.51,909,1088.01,    ,1166100
2019,304399,BEANS FRESH UNSPECIFIED ,65,Riverside ,978,7.75,7580,1543.93,Tons ,11703000
2019,304399,BEANS FRESH UNSPECIFIED ,71,San Bernardino ,31,4.71,146,1917.81,Tons ,280000
2019,304399,BEANS FRESH UNSPECIFIED ,99,Stanislaus ,1360,1.18,1600,1106.25,Tons ,1770000
2019,304399,BEANS FRESH UNSPECIFIED ,111,Ventura ,1690,1.31,2210,746.61,Tons ,1650000
2019,304399,BEANS FRESH UNSPECIFIED ,991,Sum of Others ,153,  ,  ,  ,  ,739200
2019,304399,BEANS FRESH UNSPECIFIED ,999, State Totals,4212,2.84,11536,1335.21,    ,16142200
2019,161742,BEANS GARBANZO ,991,Sum of Others ,3470,  ,  ,  ,  ,1456000
2019,161742,BEANS GARBANZO ,999, State Totals,3470,  ,0,  ,    ,1456000
2019,161132,BEANS LIMA BABY DRY ,99,Stanislaus ,1230,1.15,1410,987.23,Tons ,1392000
2019,161132,BEANS LIMA BABY DRY ,991,Sum of Others ,720,  ,  ,  ,  ,848000
2019,161132,BEANS LIMA BABY DRY ,999, State Totals,1950,1.15,1410,987.23,    ,2240000
2019,161131,BEANS LIMA LARGE DRY ,47,Merced ,1590,1.34,2130,1223,Tons ,2605000
2019,161131,BEANS LIMA LARGE DRY ,99,Stanislaus ,3410,1.2,4090,1428.12,Tons ,5841000
2019,161131,BEANS LIMA LARGE DRY ,999, State Totals,5000,1.24,6220,1357.88,    ,8446000
2019,161199,BEANS LIMA UNSPECIFIED ,77,San Joaquin ,2410,1.48,3570,1245.94,Tons ,4448000
2019,161199,BEANS LIMA UNSPECIFIED ,991,Sum of Others ,1826,  ,  ,  ,  ,1572900
2019,161199,BEANS LIMA UNSPECIFIED ,999, State Totals,4236,1.48,3570,1245.94,    ,6020900
2019,171619,BEANS SEED ,53,Monterey ,577,1.07,617,3309.56,Tons ,2042000
2019,171619,BEANS SEED ,991,Sum of Others ,166,  ,  ,  ,  ,108000
2019,171619,BEANS SEED ,999, State Totals,743,1.07,617,3309.56,    ,2150000
2019,304999,BEANS SNAP UNSPECIFIED ,81,San Mateo ,43,2.63,113,1584.07,Tons ,179000
2019,304999,BEANS SNAP UNSPECIFIED ,85,Santa Clara ,1020,3.98,4060,1371.92,Tons ,5570000
2019,304999,BEANS SNAP UNSPECIFIED ,991,Sum of Others ,1016,  ,  ,  ,  ,12713160
2019,304999,BEANS SNAP UNSPECIFIED ,999, State Totals,2079,3.93,4173,1377.67,    ,18462160
2019,305999,BEETS GARDEN ,111,Ventura ,239,19.46,4650,1100.22,Tons ,5116000
2019,305999,BEETS GARDEN ,991,Sum of Others ,1240,  ,  ,  ,  ,6635730
2019,305999,BEETS GARDEN ,999, State Totals,1479,19.46,4650,1100.22,    ,11751730
2019,230639,BERRIES BLACKBERRIES ,53,Monterey ,226,8.94,2020,6659.9,Tons ,13453000
2019,230639,BERRIES BLACKBERRIES ,71,San Bernardino ,2,4,8,11250,Tons ,90000
2019,230639,BERRIES BLACKBERRIES ,83,Santa Barbara ,452,8.05,3640,6529.12,Tons ,23766000
2019,230639,BERRIES BLACKBERRIES ,87,Santa Cruz ,908,8.74,7940,6649.62,Tons ,52798000
2019,230639,BERRIES BLACKBERRIES ,991,Sum of Others ,6,  ,  ,  ,  ,76100
2019,230639,BERRIES BLACKBERRIES ,999, State Totals,1594,8.57,13608,6621.62,    ,90183100
2019,238199,BERRIES BLUEBERRIES ,19,Fresno ,1520,4.01,6100,5359.02,Tons ,32690000
2019,238199,BERRIES BLUEBERRIES ,29,Kern ,1420,8.59,12200,5598.03,Tons ,68296000
2019,238199,BERRIES BLUEBERRIES ,77,San Joaquin ,2210,4.71,10400,5861.25,Tons ,60957000
2019,238199,BERRIES BLUEBERRIES ,83,Santa Barbara ,275,3.64,1000,8664,Tons ,8664000
2019,238199,BERRIES BLUEBERRIES ,107,Tulare ,2420,6.65,16100,5260,Tons ,84686000
2019,238199,BERRIES BLUEBERRIES ,111,Ventura ,570,3.14,1790,9896.09,Tons ,17714000
2019,238199,BERRIES BLUEBERRIES ,991,Sum of Others ,231,  ,  ,  ,  ,3935400
2019,238199,BERRIES BLUEBERRIES ,999, State Totals,8646,5.66,47590,5736.65,    ,276942400
2019,230869,BERRIES BOYSENBERRIES ,991,Sum of Others ,  ,  ,  ,  ,  ,15800
2019,230869,BERRIES BOYSENBERRIES ,999, State Totals,0,  ,0,  ,    ,15800
2019,239999,BERRIES BUSHBERRIES UNSPECIFIED ,73,San Diego ,219,8.36,1830,10938.25,Tons ,20017000
2019,239999,BERRIES BUSHBERRIES UNSPECIFIED ,991,Sum of Others ,53,  ,  ,  ,  ,199800
2019,239999,BERRIES BUSHBERRIES UNSPECIFIED ,999, State Totals,272,8.36,1830,10938.25,    ,20216800
2019,236199,BERRIES RASPBERRIES ,53,Monterey ,570,9.81,5590,7820.04,Tons ,43714000
2019,236199,BERRIES RASPBERRIES ,83,Santa Barbara ,434,9.26,4020,6829.6,Tons ,27455000
2019,236199,BERRIES RASPBERRIES ,87,Santa Cruz ,1970,9.39,18500,7546.81,Tons ,139616000
2019,236199,BERRIES RASPBERRIES ,111,Ventura ,3970,18.59,73800,2757.97,Tons ,203538000
2019,236199,BERRIES RASPBERRIES ,991,Sum of Others ,2,  ,  ,  ,  ,5710
2019,236199,BERRIES RASPBERRIES ,999, State Totals,6946,14.68,101910,4065.58,    ,414328710
2019,237199,BERRIES STRAWBERRIES FRESH MARKET ,53,Monterey ,9230,35.64,329000,2200,Tons ,723800000
2019,237199,BERRIES STRAWBERRIES FRESH MARKET ,67,Sacramento ,59,3.69,218,4385.32,Tons ,956000
